chr,start,end,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
chr9,125186298,125454641,-0.315733634,-0.558398474,0.119258399,0.526572212,-0.729571782,0.258309056,-1.211365764,-0.159882611,-0.333903583,-0.587559655
chr9,133192017,133439254,-0.355690209,0.891539259,-0.424126891,0.676642351,-0.812710646,0.611998133,-0.267714115,0.002186924,-0.078385274,0.203294513
chr9,133970602,134191717,0.952372645,-0.007484023,-0.29074285,-0.192765274,0.384108688,0.010468899,-0.134340036,-0.852576546,0.617718255,-0.854583724
chr9,135751332,138573524,0.329808315,0.62131169,0.010772196,0.183838653,-0.17867713,0.308077643,0.562910345,0.759046311,-0.429082093,-0.501757437
chr9,140594011,140977395,0.448277475,0.201657301,-0.108322834,0.487313148,-0.267803489,0.397471214,-0.956173981,0.343448046,-0.340810808,0.34009828
chr10,663532,3064326,-0.153981826,0.135030095,-0.296859757,0.581144134,0.421963585,-0.265975075,-0.073083697,0.322910179,0.003353643,-0.178105243
chr10,3871470,3920895,-0.447842818,-0.102739484,0.506975491,-0.795134584,0.4858161,0.247933023,0.736939591,0.46525244,0.380434615,-0.42565884
chr10,5848298,8972225,-0.334120799,0.834554956,0.323855278,0.16217235,-0.216442741,-0.263963168,0.368430043,0.237629213,-0.801009357,-0.260809323
chr10,9845732,11871020,-0.729452405,0.410438327,0.443910408,-0.13334008,0.54299891,0.199242728,0.255976942,-0.664423668,0.045789455,0.086007076
chr10,11930559,12434146,-0.047905372,-0.629171211,-0.868328124,0.496940886,-0.438340499,0.445416437,-0.198865391,0.555879291,-0.032506422,-0.39888509
chr10,12442970,17410749,-0.988484168,0.44378538,0.18711299,0.242900443,0.618297333,-0.055353664,-0.28962801,0.328215399,-0.931583449,0.815897144
chr10,19452380,21717774,-0.888293961,-0.091378242,0.33125723,-0.043300684,0.220172618,0.309637382,-0.237279854,-0.132587005,-0.108101245,-0.449007866
chr10,23639316,25951144,-0.46101401,-0.69322797,-0.254523354,0.332331981,0.075861303,0.108869942,-0.336985452,-0.32647715,0.027104845,0.269709225
chr10,27415958,29124611,-0.33094843,0.333975901,-0.072428188,-0.561033272,-0.666581881,-0.087087325,-0.757627832,-0.070300141,-0.250958366,-0.966960325
chr10,32404035,32719124,-0.123951683,-0.066283606,-0.532309759,0.724363612,-0.161666526,-0.108468405,-0.001024177,0.298483215,-0.266306321,0.169732619
chr10,35032169,38186478,-0.107842899,0.332872698,0.037053416,0.119524057,-0.742325237,-0.020291631,-0.830845631,-0.014575102,0.074246033,0.131573007
chr10,43028926,45770947,-0.324626488,0.262847969,0.293619736,-0.652714351,-0.019678652,-0.756734081,0.577719498,-0.428443386,-0.422742038,0.58117666
chr10,47430320,48599542,0.321072163,0.435344398,0.143326559,-0.487201267,0.500858091,-0.327001295,-0.221847775,0.092470532,0.073061767,0.030214383
chr10,48788620,49467177,-0.547258611,0.13944887,0.51901811,0.579962322,0.582573484,0.28946435,-0.088312166,-0.251642232,0.931462951,1.369034388
chr10,49663538,50400046,-0.574664189,-0.088146128,-0.481066159,-0.130482349,-0.445395887,0.061234062,1.087118297,0.383882087,0.541157512,-0.647509338
chr10,51057110,51135540,-0.252776279,-0.237950814,0.499810894,-0.718374187,-0.267384211,0.65355142,-0.184233463,-0.261896291,-0.376927858,-0.610279658
chr10,53343932,54592877,-0.226800953,0.708069963,0.099858433,0.644984861,-0.864397722,0.232305668,-0.320021317,0.995671606,0.902131654,1.116199461
chr10,56908467,57393100,0.38975892,-0.021684085,-0.810572397,0.179681378,0.796864521,-0.19392144,-0.620333527,0.120059162,0.098183596,0.597543789
chr10,57606988,57895354,0.288935613,-0.625272435,0.310206445,-0.132114146,-0.841728435,0.116453205,0.469335436,-1.084248452,0.007556925,0.454000963
chr10,61474794,61615212,0.580075403,-0.155348535,-0.10365525,0.084505582,0.211969288,0.146843741,0.452081436,-0.625320165,0.813227946,0.112277415
chr10,62302596,63280030,0.348158457,0.671804824,-0.468042491,0.427368289,-0.655264278,-1.324220977,-0.547876758,0.524091281,0.410952349,0.524133491
chr10,67137058,67185940,0.045631636,0.065667992,0.662579441,0.227127015,-0.372687748,-0.020521926,-0.372947696,-0.981833272,-0.796302208,0.349553823
chr10,73786664,75637851,0.64257888,-0.0700816,0.741255109,-0.258032104,0.06669186,1.101561806,-0.457954163,0.449524839,-0.081071018,-0.182424032
chr10,78186690,79011712,0.82480161,0.566512428,-0.306449226,0.162717152,-0.222023226,0.122230474,0.195709738,-0.325292182,0.092540076,-0.457980363
chr10,79343380,80304787,-1.033048765,-0.382625268,0.044706659,0.056442164,0.440051567,1.237981354,-0.074441351,0.464129768,0.373573559,-0.903823502
chr10,81414138,82960704,0.236678806,-0.066640516,-0.299491098,-0.534752477,-0.05948784,-1.726168923,0.339844793,0.77422791,0.266063659,-0.958833827
chr10,85528425,85945583,-0.461795163,-0.668780844,-0.112377103,-0.579033448,0.700942736,-0.874500856,0.091232933,-0.553962697,0.706909481,0.051307384
chr10,87029225,87636149,-0.362065578,0.423676262,-0.33378143,-0.410786594,0.188896824,-0.115024729,-0.679060245,-0.350814312,0.603273062,-0.093389312
chr10,90861594,96906660,-0.501720061,-0.1532518,0.154137696,0.63434572,-0.566032188,0.114201761,-0.132125201,0.223524245,0.025394364,-0.182978271
chr10,97092285,99211472,0.131455232,-0.459644778,0.0391506,-1.163447502,1.098994,-0.730179327,-1.347022718,0.302901152,-0.862344611,-0.304936324
chr10,100942137,102496325,-0.696719236,-0.058287409,-0.242504822,0.198579604,-0.104594273,0.217702032,-0.519014066,0.302522309,0.092898686,1.175941842
chr10,103937542,105083325,0.267538112,0.674543178,0.495014682,0.300861275,0.052868716,-0.504617211,0.190466731,-0.071148231,0.465945274,-0.281571565
chr10,106567605,108835860,0.181175376,0.363325365,-0.060166848,1.22861653,0.392900321,0.737042237,0.131688552,0.191021081,-0.064280925,0.035379065
chr10,108908530,110263824,-1.480795035,-0.323405048,-1.004053837,0.665105514,-0.621235254,0.118430809,-0.450687433,0.490534049,-0.872334033,0.089287874
chr10,113851332,115660117,0.915011961,0.581031508,0.593944765,-0.1953579,-0.384106064,-0.049694206,-0.357234694,-0.041538205,-0.569017914,1.146791975
chr10,116082831,117360715,0.295094953,0.092491873,-0.068825115,0.224425439,0.59772585,-0.52852215,-0.124423355,0.521666906,-0.047520122,-0.524966185
chr10,119354786,120133358,0.194065805,0.151775121,0.195191836,0.046816367,0.255156136,-0.043959355,-0.166220979,0.6164302,-0.231175975,0.232491687
chr10,121503890,121746384,0.44266401,0.085466505,0.267611788,1.044938003,0.098117908,0.107424652,0.272169163,-0.52352635,0.010706684,-0.130270375
chr10,121920226,125352142,-1.062443933,0.096871457,-0.177097808,0.425894577,0.183457368,0.26645993,-0.197782844,-0.388030588,-0.645164215,0.399802449
chr10,127204730,128753156,-0.398324966,0.62067628,0.162088795,0.096220864,-1.538381261,-0.308371221,0.195374645,-0.905136677,-0.71800537,-0.017060672
chr10,129433554,130125411,0.137286352,-0.227570169,0.402075686,0.434241351,0.271781402,-0.378427022,0.57680198,0.068363167,-0.381244601,0.163853693
chr10,130786651,131199365,-0.268666706,0.098389158,-0.508390809,-0.776570709,-0.432337871,-0.086557204,-0.379951509,0.160542166,-0.258705737,-0.740244267
chr10,132789020,133522633,0.066649399,0.655566318,0.311959688,0.050161921,-0.151234285,0.798568344,0.349381715,0.108404097,-0.621725961,-0.207501728
chr10,133770025,135525407,0.702238084,-0.187242485,-0.696453428,0.34757074,0.335830317,0.336970206,0.773038322,0.169295243,-0.404517184,-0.189771038
chr11,2997932,3930994,-0.184537397,0.048858104,0.031099416,-0.376485676,0.482122038,0.252468427,0.463555542,0.914427154,-0.071859256,0.253862633
chr11,4402239,5140641,0.247456227,-0.10337379,-0.0723645,-0.210047923,0.868114332,0.215412487,0.242272322,-0.412281215,0.056028324,-0.248677742
chr11,6014695,6607972,0.034010569,0.370291932,0.138112283,0.246744328,0.551203387,-0.422930231,0.081126848,-0.456895133,0.349767644,0.183210283
chr11,8116197,8483519,0.37627927,0.246956094,0.430219532,0.078716568,-0.365882343,-0.769952404,-0.126197226,-0.215315696,-1.399081762,-0.067402419
chr11,8545111,8980540,0.835463483,-0.765143512,-0.31562351,0.455165108,0.865829642,-0.890675627,-0.519573724,-0.396920017,0.90279811,1.058194622
chr11,9380627,9798847,-0.213879881,-0.639126717,0.491316247,0.821202139,-0.187374261,-0.202014635,-0.699344102,0.247478742,0.501604515,-0.00744237
chr11,10019374,10506146,0.5031497,0.679741348,0.785076748,0.347083502,0.506711397,0.099393259,-0.107533406,0.257870703,0.027171097,0.156594216
chr11,12228404,12719171,-0.211772283,0.310131495,0.08348425,0.552472377,-0.609791886,0.163672406,-0.259578501,-0.271934707,-0.055284338,0.013521511
chr11,13980298,19413002,0.876034878,0.294943557,-0.388112649,-0.077829692,0.198361299,0.768544041,0.102906275,-0.763022413,-0.807473847,-1.111163944
chr11,19779565,22416221,-0.359612936,-0.198993515,-0.533485736,0.059644803,-0.178020878,-0.018640962,-0.144537164,-0.266893795,0.360399027,0.467196582
chr11,26154007,27758821,0.522733707,0.420120351,-0.187227264,0.337116976,0.013580635,0.154978997,0.362574044,0.624145272,0.524908387,0.029056612
chr11,27926650,29477734,-0.379434747,1.552862778,0.724349933,0.366374049,-0.168479861,0.218411883,0.470451766,-0.293005928,0.73452623,0.535576018
chr11,33014485,33172380,-0.001515656,-0.20801366,1.160500443,0.016454677,-0.076153491,-0.190073805,0.051439689,-0.669253964,-1.022356357,0.01474159
chr11,34834303,37310344,-0.667711932,0.102422739,0.229219113,0.215051505,-0.494068963,0.015276908,-0.466554377,0.191512115,-0.06802585,0.615560356
chr11,41477558,44778343,0.454081308,-0.211590776,0.119430575,-0.440067967,0.174405628,-0.207016142,0.401234994,-0.261856985,0.080615849,0.006181223
chr11,45636820,45741669,0.338975512,-0.15138456,0.02121407,0.611714546,0.209171117,0.051336541,-0.010499969,0.932766901,-0.931581491,-0.383580689
chr11,47244209,49066166,-0.613325571,-0.018467719,-0.296745028,-0.276094694,0.591885774,-0.206693758,-1.461433288,0.086904553,-0.885924206,-0.035853624
chr11,49753573,49827098,-0.100098997,0.358090203,-0.12992512,-0.199042828,0.038463679,-0.551630567,-0.36049639,-0.683085013,0.037978278,0.53145379
chr11,50086581,58044585,0.826834092,-0.769803909,-0.316445235,0.897485797,-0.205650031,0.363688894,-0.041402857,0.518280514,0.092470996,-0.10470158
chr11,59752580,60660227,-0.286174665,-0.175430057,-0.129140578,0.111499908,0.27130253,0.06405514,0.368842269,-0.758156944,0.486460818,-0.17833773
chr11,62685570,64026314,-0.211688269,0.475894554,-0.463170943,0.4019924,0.421933364,-1.215972699,0.531934934,-0.584483999,0.291742226,0.426328709
chr11,64350582,68265027,-0.140549968,-0.700529158,0.66672314,0.020147085,-0.889823635,0.018776139,0.626708319,0.613137429,0.040890561,1.183559402
chr11,68338652,70162510,-0.376170476,-0.056816221,0.18849887,0.196178008,-0.492907585,0.643544771,0.330083714,0.349779406,0.15164973,0.198995991
chr11,71993216,72199425,0.404033129,0.352148792,-0.690700085,-0.717536187,0.153423994,-0.041453614,0.686640999,0.578350927,0.305330553,-0.030281549
chr11,72381639,74353140,-0.339333459,0.302610371,0.051565784,-0.08559369,-0.270728168,0.892293408,0.713879693,0.242572425,-0.01901615,0.149947043
chr11,74517650,74558174,0.054716655,0.766180866,-0.515492844,-0.364481551,-0.605405694,-0.641617021,0.191066441,1.21855947,0.683647469,0.446642916
chr11,77321790,79785464,-0.021077934,0.46683737,-0.428601856,0.400509452,0.514002578,0.17269077,0.419422987,0.248209794,-0.432402061,-0.125943414
chr11,80943833,82464378,0.208879773,0.649482524,0.18574237,-0.507095195,-1.169629437,0.38491597,-0.708688937,0.006082202,0.583118338,-0.113884802
chr11,83200245,83370155,-0.312404365,0.2315537,-0.17250689,0.657440632,-0.322171325,0.599571493,-0.12195342,0.932294414,-0.214718263,0.503583266
chr11,84290540,86746595,-0.407835749,0.828124048,0.182634569,0.020266717,-0.447690132,0.046526466,-0.118237308,0.471770752,0.202563087,0.863777128
chr11,87905747,90201178,0.306550745,0.641440009,-0.611947613,0.622944611,0.230351606,0.263000007,0.35636673,0.31358632,0.543675063,-0.053721397
chr11,94235352,95071105,0.230730332,0.021999043,-0.12106531,-0.928389668,0.811521655,-1.090558076,-0.209461233,-0.464807051,0.181094973,0.098836004
chr11,96572106,96780595,0.79150443,0.484431903,0.044105535,0.466647694,-0.654295188,-0.027188486,-0.903305955,-0.611559368,0.557838968,-0.375426307
chr11,98262107,99772777,-0.225498063,-0.317247471,-0.574199634,0.04706965,-0.288271502,-0.455115655,-0.639370532,-1.040748072,0.115194579,0.029944119
chr11,100578081,102963451,0.035477141,0.580142091,0.623258503,-0.543399307,0.054091074,-0.541527971,-0.10182764,-0.708938871,0.509264115,0.276191581
chr11,105078129,107455263,-0.079343972,-0.345190984,-0.798362091,-0.193984258,-0.767176429,0.699990228,0.092210916,0.22220217,-0.565882517,-0.985603123
chr11,108669688,110411364,-0.168735617,1.114726092,-0.906540893,0.007506529,0.199019864,0.035032511,-0.09374231,-0.442625121,-0.578802253,-0.502298732
chr11,112722859,114106002,0.274251611,0.013363013,0.209811,-0.750518597,0.437791459,0.549522582,0.008952703,0.418461627,-0.625497965,0.428249114
chr11,115575895,116105603,-0.262043482,0.203554278,0.538991105,0.101051474,-0.338226856,0.001111504,-0.751367627,-0.513251208,-0.155032495,-0.534975889
chr11,116748514,117651221,0.602832366,0.451733122,0.754716495,-0.09503945,-0.254554778,-0.544518524,0.332642433,0.045093352,0.031130122,-0.699662656
chr11,120643145,120857167,-0.289788629,0.029588109,-0.479398904,-0.367229781,0.582689209,-0.423811599,1.003684522,0.346244968,-0.423509259,0.294925608
chr11,123614979,123789049,0.372939646,-0.434373792,0.05135794,1.368606229,0.134605896,-0.724600907,0.906902588,0.145620471,-0.201228132,0.579857916
chr11,125464910,127375153,-0.426586487,0.133247798,-0.641263273,0.129590959,0.616682907,0.572157426,-0.331085391,-0.009426826,0.333703526,0.455937882
chr11,128921621,131710731,0.147710813,0.447197402,-0.027011402,0.368065659,0.393725599,-0.006844117,-0.119628075,-0.634234129,0.412696499,0.576532117
chr12,708415,986331,-0.219535384,-1.354093429,-0.075465827,-1.085719643,-1.038030707,0.279284988,0.006045957,0.384817717,0.32786612,-0.168218781
chr12,1614055,3591992,-0.780314904,-0.140892965,0.570926829,-0.765133551,0.719312363,0.537469249,-0.568334971,0.023373722,-0.366283697,-0.041022232
chr12,11373893,11444095,0.046579922,0.173194678,0.352528282,-0.204943849,0.057269816,-1.266932532,0.256863807,0.047240417,0.63931286,1.004572034
chr12,12485677,12626804,0.182022107,-0.079717456,-0.635351094,-0.311282282,0.234872334,-1.078276463,0.591736806,-1.171906829,0.327466233,0.262929779
chr12,14138416,15831265,-0.308991528,0.326594034,0.164318182,-0.549265812,-0.023039327,0.801146115,-0.502625827,0.783755918,0.395647573,-0.914625011
chr12,18104771,18159856,-0.315039212,-0.469770672,-0.200669928,-0.067578169,-0.934091833,-0.180580747,1.048324661,0.217665911,-1.413149331,-1.01405287
chr12,18173498,21818684,0.124795971,-0.223429252,-0.307629921,-0.240672461,-1.174445598,-0.602628068,-0.30250349,-0.315100433,-0.536337269,-0.414131838
chr12,22380201,23151479,0.585793933,0.022271574,0.318189285,-0.115699086,0.350734713,0.51021823,0.578313899,-0.325778816,0.07783917,0.32593324
chr12,24949839,25024407,-0.13691754,-1.084802669,0.115860412,-1.071832115,-0.480607149,0.100385602,-0.310076032,0.324523318,0.835713469,-0.228903963
chr12,25718743,27985171,-0.446488184,-0.144558533,-0.062024888,-0.032834588,0.201474679,0.564027218,0.211794252,0.566104026,-0.365798317,-0.00301423
chr12,29735581,30493569,-0.618583619,1.100540367,0.56666282,-0.221464546,-0.425874238,0.61314955,-0.503141927,-0.150204954,0.228032919,0.428022366
chr12,31484814,34222345,0.139464713,0.306118049,0.510272131,0.684511591,-0.323257068,0.104750242,0.574536325,-0.283547684,-0.527188439,0.328557448
chr12,36345258,37414718,0.236248426,-0.615543528,0.042938084,0.774166545,0.09310598,0.085635884,-0.849117262,0.31538995,-0.437757907,0.049793751
chr12,39074617,40234140,0.390019617,0.267411635,0.318411033,-0.529402208,0.208853491,0.441609363,0.547629584,-0.462633249,0.123382725,0.541587998
chr12,40813061,40989504,0.263640892,0.937717035,-0.934070392,0.655497412,0.230136657,-0.378468965,-0.300230578,-0.109469338,0.918790499,-0.563261282
chr12,43617207,44386726,-0.331498106,0.540924111,-0.20037599,-0.255452089,-0.015740274,-0.106518399,0.569633831,1.010812983,0.00072511,0.398928176
chr12,45492452,46998795,-0.214928433,0.479370191,-1.081894458,0.013892659,1.148407256,0.156796292,-1.216209982,0.257086075,0.255287132,-0.078228963
chr12,47352364,48252762,-0.101467614,-0.337856785,0.049612612,0.205623783,-0.43590041,0.209679832,-0.293878753,-0.158211124,0.450809917,-0.597724726
chr12,48570837,48767071,-0.093204355,-0.021590808,-0.500251759,0.199142165,-0.165979971,-0.016727846,-0.505970702,0.118609264,-0.683501012,0.308855707
chr12,49759148,52804274,-0.161333707,0.066053974,0.194577946,-0.64073127,-0.080000559,-0.006329599,0.536614192,0.111175396,-0.632327807,-0.680108387
chr12,55872544,58979094,-0.044504435,0.118414156,-0.093529283,0.536428853,0.028392778,0.581631448,-0.737365029,-0.47497031,-0.512124968,-0.620172527
chr12,64600383,64755643,-0.038630588,-0.106747829,-0.021074967,-1.075291297,-0.379421291,-0.796523246,0.153317323,0.060902411,-0.115628544,-0.266031124
chr12,69603955,72360911,0.751108706,0.704828348,-0.485183092,0.324439939,0.16572044,0.747302335,-1.174562762,0.566517709,-0.724409694,0.76746554
chr12,72584166,75321684,-0.144405986,-0.1518564,0.265972528,0.251112792,-0.523850425,0.128522685,-0.310099159,1.229637453,0.513619115,-0.10779267
chr12,76500014,77924384,-0.20537265,-0.449714163,0.211544937,0.370971807,-0.170836783,0.72043282,0.026946396,0.388838758,0.968838459,-0.120074314
chr12,78378140,82950756,0.378312208,-0.480063865,-0.098802454,-0.00728045,0.038510908,-0.232155222,0.554190716,0.191956786,-0.551233097,-0.182282957
chr12,83247118,86091953,-0.083816899,-0.71288451,-0.819138417,0.182393405,-0.733890327,0.309401926,0.521553212,0.365633073,0.566795312,-0.368575902
chr12,86519687,87890357,0.493551373,0.143843215,-0.256756724,-0.194772683,-0.849380801,0.1787977,-0.66360066,-0.542048083,0.146118576,1.200664335
chr12,88280017,88425807,0.254839998,0.350534473,-0.495043588,0.662611728,-0.71738562,-0.009571797,-0.564706271,0.247883152,0.015779543,-0.059099069
chr12,88627017,89622736,-0.437442978,-0.296870247,0.380867272,-0.205526026,-0.128382877,0.725493074,1.102516075,-0.136851294,-0.193208546,-0.69117423
chr12,91222818,94007118,-0.221893076,0.18361921,-0.446387789,-0.457135733,-0.003074597,0.164783675,-0.525053589,-0.204393376,-0.079848781,0.751349294
chr12,97693705,98066163,-0.116623605,-0.96558663,0.573565362,-0.008906659,-0.471587205,-0.773936262,0.432895719,0.481271952,-0.2155243,-0.122598851
chr12,98933157,102635285,-0.358328232,-0.667922988,-0.715799157,-0.112952167,-0.097190517,0.115851449,0.215410517,-0.340236347,-0.913949058,0.547260915
chr12,104192226,104242961,-1.390522668,-0.077403339,0.604975133,0.165251219,0.060692155,0.264711036,0.074194153,0.813018339,0.386029998,-0.405009816
chr12,106841479,108454717,-0.560089036,0.180954721,0.143878722,0.381752391,-0.29406114,-0.478408748,-0.133837222,0.153477069,-0.281224343,0.229414552
chr12,109998549,114008349,0.060738854,-0.108082379,0.893723672,0.582838249,0.035184198,-0.71354049,-0.683691892,0.365254121,-0.876156374,0.473932767
chr12,114723174,115322014,0.519464356,-0.233878832,-0.839189438,-0.046675735,-1.270523485,0.046572433,-0.588292681,0.816779882,-0.608301792,-0.580636865
chr12,115422142,115426380,-0.360964372,-0.645171094,0.172116423,-0.397012517,-0.405171826,-0.34802117,-0.550745172,0.445640041,0.759447937,0.567082193
chr12,116034887,116637368,0.20930175,0.488975827,-0.623623117,-0.017078926,-0.188909144,-1.340741465,-0.105888943,0.062198296,-0.537226903,0.71586082
chr12,117607763,118511222,0.106972182,0.64527726,-0.359637936,-0.925558598,0.127748596,0.29723735,-0.242873071,0.505555794,-0.774677709,-0.305743431
chr12,119392997,120304541,-0.650253937,0.640002396,0.344386617,-0.285943328,0.312949086,-0.550437108,0.958792458,0.26726703,-0.301056014,-1.168209482
chr12,121038712,125666110,0.605385326,0.263019001,0.148053621,0.099650473,-0.90586114,-0.34222784,-0.288590195,0.374689954,-0.135974927,1.494644039
chr12,127589056,130326176,-0.056126465,0.161796951,-0.429622243,0.260657263,-0.19510813,0.351433411,-0.092485643,-0.584576987,-0.22117696,-0.946268389
chr13,3047599,5524087,0.120398463,-0.143193879,0.44052543,0.252366487,0.49675644,0.409523524,0.471415026,0.184159283,-0.023326847,0.622720172
chr13,6318256,7146281,0.741132689,-0.737987256,0.770781829,0.310765936,-0.563078227,-0.453769443,-0.068469594,0.428629647,0.638630783,0.025050121
chr13,7167212,9552972,0.277153058,-0.234482384,-0.984401294,0.258402374,-0.755046925,0.409289983,0.231352685,0.046642237,0.121390405,-0.337372096
chr13,12346064,18840441,-0.013286732,-0.141413796,0.082324944,-0.147223319,0.582969906,0.326093024,0.308661699,-0.038336189,0.93143159,-0.267540877
chr13,18841781,19132528,-0.86367536,-0.661274317,0.297746831,-0.042728315,0.667088614,-0.068110592,0.452829438,-0.263201223,-0.188740971,-0.426809719
chr13,23088391,24058945,0.01220624,-0.136207133,0.35888231,0.382458695,-0.983508936,-1.064520959,-0.054084515,0.523963072,-0.707385614,0.62871106
chr13,24645623,26562427,-0.660628836,-0.277135375,-0.161638793,-0.100031888,0.047285616,1.133274328,0.423973192,-0.109619726,-0.174991103,0.706895849
chr13,27423538,32051574,0.050733577,0.47452348,0.029387874,-0.264577304,-0.005716231,-0.399094473,-0.671595465,0.15697579,-0.570796916,-0.454252712
chr13,33605744,35772238,0.244248478,-0.77624447,-0.70370787,0.687129378,0.494695169,-0.379987618,0.152551742,0.365427174,-0.622365827,0.74762405
chr13,37059524,40041289,0.647346594,0.399932204,0.09665619,0.396572221,1.137541008,-0.045105974,-0.668039623,-1.157780189,0.411163121,-0.106541988
chr13,40770130,41752084,-0.162909996,0.343013569,0.432973035,-0.189960141,-0.185323976,0.406035679,0.115698154,-0.566859494,-0.441836431,1.125756785
chr13,43478115,45938480,0.277565142,0.005863092,-0.018466562,0.217968713,-0.114213786,0.645789733,0.526816061,0.667816965,-0.405265132,-0.329902895
chr13,47476904,47828109,-0.67512528,-1.086512101,0.746185789,1.337854939,-0.39864639,-0.143518413,-0.268347193,-0.116368317,-0.573423941,-0.10656631
chr13,51550270,52523959,-0.263595851,-0.308581763,0.16963209,0.295719859,-0.02378685,0.560898352,-0.336719935,-0.303900306,-0.322564151,0.05563711
chr13,54184109,54977579,-0.064428624,0.353728272,0.137045654,0.298246617,0.098034131,-0.781607139,-0.237797838,-0.636031487,0.076299742,0.849084199
chr13,55741183,55961863,-0.147813625,-0.133423656,-0.721529871,-0.576198459,0.260500561,0.260343683,0.311979567,0.293198989,0.237894726,-0.566975798
chr13,57527324,58128750,-0.293959813,-0.086076565,-0.440928728,0.299452143,1.092143438,0.450019897,-0.544055162,0.692022773,0.120949555,-0.572165932
chr13,60890403,62907100,0.392189267,0.213355806,-0.087112713,-0.152817022,-0.390483246,-1.21948529,0.009559324,-0.323921234,0.001189383,0.096508384
chr13,63283325,65558076,-0.266318854,0.800844415,0.604435323,0.303655128,-0.132154191,0.959592366,-0.421868824,-0.826107485,0.096354753,0.940645936
chr13,66064693,68323311,0.203786455,-1.389434415,0.078599846,0.003727032,-0.313853491,-0.513652015,0.120013699,0.089987172,-0.629042554,-0.331862331
chr13,70880836,73676275,0.31811271,-0.220447032,-0.134606345,0.490007597,0.306809027,-0.143331473,-0.263329873,0.246081181,-0.484617675,-0.329284704
chr13,74344259,74960750,0.740003207,0.072854364,-0.21873013,0.426783003,0.826119172,0.103524858,-0.723221051,-0.091264717,0.076286878,0.46160493
chr13,75860767,77183956,-0.450346793,0.615501564,-0.84561922,-0.520471051,-0.441037175,1.598394667,0.407228005,-0.669003094,-0.345857597,-0.968792212
chr13,78680387,79438776,-0.485465003,0.068487409,0.004425531,-0.345147696,0.298352228,-0.563111812,-0.096519666,0.364822112,0.409611489,0.167581086
chr13,80334088,80352059,0.921177652,-0.32793909,-0.232616823,-0.619256643,0.291529772,0.2819112,-0.11627602,-0.241649414,0.317935137,0.474596757
chr13,80747239,81187402,-0.567373165,0.367556525,-0.460725616,-1.214001111,-0.044260728,0.435011956,1.025349875,0.076449632,-0.21918331,-0.23146846
chr13,82284571,82295403,-0.325377961,-0.343987361,-0.976170759,-0.325128712,0.275536519,-0.286205668,0.49821382,0.900691311,0.741039095,0.30247773
chr13,83806014,84190334,-0.504589372,-0.124825294,-0.610332253,0.784984032,-1.019398409,0.509461645,0.553933744,0.037179278,0.187423491,-0.176633112
chr13,88884771,92028154,0.33488623,-1.346756645,0.347526489,0.399731704,0.393796908,0.323567419,-0.460063267,-0.381239302,0.289495909,-0.45343262
chr13,92640876,96358152,0.215154716,0.48381515,-0.028921712,-0.055520902,-0.083355254,-0.518484536,0.135905006,1.558288847,0.220229182,0.801632404
chr13,96648242,97227299,-0.667868212,0.581202055,-0.287569401,0.099144594,0.389269111,0.231912917,-0.404133759,1.294038392,0.342478004,0.024446715
chr13,99017860,104144238,-0.007459989,0.108829023,0.929291316,-0.992649095,0.559235711,-0.035229813,0.353769156,-0.033361951,-0.473400947,0.127168877
chr13,105271065,106128341,0.05890563,-0.528512994,0.076597328,-0.085021548,0.144407365,-0.155536852,0.128475929,-1.139769284,-0.602755075,0.011399452
chr13,109010531,110461127,-0.209086825,0.184505066,-0.136808711,-0.369214516,0.671922699,0.510253369,0.052709609,-0.358143692,-0.325304589,0.2593472
chr13,112773371,113302946,-0.204117527,-0.12703583,0.581741398,-0.141240891,-0.518417071,0.168612631,0.375970087,-0.87511908,0.18096612,1.04840249
chr13,113766707,113858731,0.087261148,0.328251942,-0.900345629,0.238765316,-0.295638514,-0.027618429,-0.161810775,0.755873774,-0.529440486,-0.645887592
chr13,114743726,114772813,-0.691138531,-0.632030982,0.417286702,0.115493869,0.234175304,-0.112502409,0.483603984,0.206839754,-0.054260964,0.48929407
chr14,2839775,4874774,0.690649515,-0.754513011,0.282157394,0.614293,-1.174284333,0.231974048,1.101170781,0.050499984,0.511039157,0.116674282
chr14,8170256,9903366,0.173371433,0.641643659,-0.248606989,0.840445092,0.182834023,0.319327342,0.253474066,0.616187671,-0.120183315,-0.904963828
chr14,10612330,11109128,-0.429933975,0.258482284,0.07206698,0.605640041,-0.312751099,0.188861056,0.156997694,-0.510874842,-0.046454515,-0.43314929
chr14,11353095,12339592,0.494545914,-0.103630104,-0.223679601,-0.097157929,-0.260939922,-0.715171687,0.867141352,0.1689999,-0.018788008,-0.221246527
chr14,15273580,15277543,-0.623217432,-0.710310097,-0.322370159,-0.274542287,-0.810663019,0.046068719,0.350937846,-0.249589748,-0.531326702,0.176525671
chr14,17410790,17819242,-0.184383192,0.100774472,0.330765443,0.022937997,0.845260414,-0.790592945,0.323835312,0.145767691,-0.186447946,0.336928349
chr14,18402006,20164842,-0.170154405,-0.495528439,0.481332233,0.053665256,0.068188294,0.419115114,-0.986834699,0.18897073,0.058601119,0.487604298
chr14,24854992,27232835,0.216839382,-0.156520678,-0.029140744,-0.758707979,0.005245824,-0.536162629,0.627166176,0.077089539,0.307068418,-0.592832311
